t	NADH_m	ADP_m	deltaPsi	Ca_m	Ca_c	FBP
1.457	0.99922	1.00044	-1.60614	0.865252	0.0001	5
1.458	0.999219	1.00044	-1.60748	0.865167	0.0001	5
1.459	0.999219	1.00044	-1.60881	0.865083	0.0001	5
1.46	0.999218	1.00044	-1.61014	0.864999	0.0001	5
1.461	0.999218	1.00044	-1.61147	0.864914	0.0001	5
1.462	0.999217	1.00044	-1.61281	0.86483	0.0001	5
1.463	0.999217	1.00044	-1.61414	0.864746	0.0001	5
1.464	0.999216	1.00044	-1.61547	0.864662	0.0001	5
1.465	0.999216	1.00045	-1.61679	0.864577	0.0001	5
1.466	0.999215	1.00045	-1.61812	0.864493	0.0001	5
1.467	0.999214	1.00045	-1.61945	0.864409	0.0001	5
1.468	0.999214	1.00045	-1.62078	0.864325	0.0001	5
1.469	0.999213	1.00045	-1.62211	0.86424	0.0001	5
1.47	0.999213	1.00045	-1.62343	0.864156	0.0001	5
1.471	0.999212	1.00045	-1.62476	0.864072	0.0001	5
1.472	0.999212	1.00045	-1.62608	0.863988	0.0001	5
1.473	0.999211	1.00045	-1.62741	0.863904	0.0001	5
1.474	0.999211	1.00045	-1.62873	0.86382	0.0001	5
1.475	0.99921	1.00045	-1.63006	0.863735	0.0001	5
1.476	0.99921	1.00045	-1.63138	0.863651	0.0001	5
1.477	0.999209	1.00045	-1.6327	0.863567	0.0001	5
1.478	0.999209	1.00045	-1.63403	0.863483	0.0001	5
1.479	0.999208	1.00045	-1.63535	0.863399	0.0001	5
1.48	0.999207	1.00045	-1.63667	0.863315	0.0001	5
1.481	0.999207	1.00045	-1.63799	0.863231	0.0001	5
1.482	0.999206	1.00045	-1.63931	0.863147	0.0001	5
1.483	0.999206	1.00045	-1.64063	0.863062	0.0001	5
1.484	0.999205	1.00045	-1.64195	0.862978	0.0001	5
1.485	0.999205	1.00045	-1.64326	0.862894	0.0001	5
1.486	0.999204	1.00045	-1.64458	0.86281	0.0001	5
1.487	0.999204	1.00045	-1.6459	0.862726	0.0001	5
1.488	0.999203	1.00045	-1.64722	0.862642	0.0001	5
1.489	0.999203	1.00045	-1.64853	0.862558	0.0001	5
1.49	0.999202	1.00045	-1.64985	0.862474	0.0001	5
1.491	0.999202	1.00045	-1.65116	0.86239	0.0001	5
1.492	0.999201	1.00045	-1.65248	0.862306	0.0001	5
1.493	0.999201	1.00045	-1.65379	0.862222	0.0001	5
1.494	0.9992	1.00045	-1.6551	0.862138	0.0001	5
1.495	0.999199	1.00045	-1.65642	0.862054	0.0001	5
1.496	0.999199	1.00045	-1.65773	0.86197	0.0001	5
1.497	0.999198	1.00045	-1.65904	0.861886	0.0001	5
1.498	0.999198	1.00045	-1.66035	0.861803	0.0001	5
1.499	0.999197	1.00046	-1.66166	0.861719	0.0001	5
1.5	0.999197	1.00046	-1.66297	0.861635	0.0001	5
1.501	0.999196	1.00046	-1.66428	0.861551	0.0001	5
1.502	0.999196	1.00046	-1.66559	0.861467	0.0001	5
1.503	0.999195	1.00046	-1.6669	0.861383	0.0001	5
1.504	0.999195	1.00046	-1.6682	0.861299	0.0001	5
1.505	0.999194	1.00046	-1.66951	0.861215	0.0001	5
1.506	0.999194	1.00046	-1.67082	0.861131	0.0001	5
1.507	0.999193	1.00046	-1.67212	0.861048	0.0001	5
1.508	0.999193	1.00046	-1.67343	0.860964	0.0001	5
1.509	0.999192	1.00046	-1.67473	0.86088	0.0001	5
1.51	0.999191	1.00046	-1.67604	0.860796	0.0001	5
1.511	0.999191	1.00046	-1.67734	0.860712	0.0001	5
1.512	0.99919	1.00046	-1.67864	0.860629	0.0001	5
1.513	0.99919	1.00046	-1.67995	0.860545	0.0001	5
1.514	0.999189	1.00046	-1.68125	0.860461	0.0001	5
1.515	0.999189	1.00046	-1.68255	0.860377	0.0001	5
1.516	0.999188	1.00046	-1.68385	0.860294	0.0001	5
1.517	0.999188	1.00046	-1.68515	0.86021	0.0001	5
1.518	0.999187	1.00046	-1.68645	0.860126	0.0001	5
1.519	0.999187	1.00046	-1.68775	0.860042	0.0001	5
1.52	0.999186	1.00046	-1.68905	0.859959	0.0001	5
1.521	0.999186	1.00046	-1.69035	0.859875	0.0001	5
1.522	0.999185	1.00046	-1.69165	0.859791	0.0001	5
1.523	0.999184	1.00046	-1.69294	0.859708	0.0001	5
1.524	0.999184	1.00046	-1.69424	0.859624	0.0001	5
1.525	0.999183	1.00046	-1.69554	0.85954	0.0001	5
1.526	0.999183	1.00046	-1.69683	0.859457	0.0001	5
1.527	0.999182	1.00046	-1.69813	0.859373	0.0001	5
1.528	0.999182	1.00046	-1.69942	0.859289	0.0001	5
1.529	0.999181	1.00046	-1.70071	0.859206	0.0001	5
1.53	0.999181	1.00046	-1.70201	0.859122	0.0001	5
1.531	0.99918	1.00046	-1.7033	0.859039	0.0001	5
1.532	0.99918	1.00047	-1.70459	0.858955	0.0001	5
1.533	0.999179	1.00047	-1.70588	0.858871	0.0001	5
1.534	0.999179	1.00047	-1.70718	0.858788	0.0001	5
1.535	0.999178	1.00047	-1.70847	0.858704	0.0001	5
1.536	0.999178	1.00047	-1.70976	0.858621	0.0001	5
1.537	0.999177	1.00047	-1.71105	0.858537	0.0001	5
1.538	0.999176	1.00047	-1.71233	0.858454	0.0001	5
1.539	0.999176	1.00047	-1.71362	0.85837	0.0001	5
1.54	0.999175	1.00047	-1.71491	0.858287	0.0001	5
1.541	0.999175	1.00047	-1.7162	0.858203	0.0001	5
1.542	0.999174	1.00047	-1.71748	0.85812	0.0001	5
1.543	0.999174	1.00047	-1.71877	0.858036	0.0001	5
1.544	0.999173	1.00047	-1.72006	0.857953	0.0001	5
1.545	0.999173	1.00047	-1.72134	0.857869	0.0001	5
1.546	0.999172	1.00047	-1.72263	0.857786	0.0001	5
1.547	0.999172	1.00047	-1.72391	0.857702	0.0001	5
1.548	0.999171	1.00047	-1.72519	0.857619	0.0001	5
1.549	0.999171	1.00047	-1.72648	0.857535	0.0001	5
1.55	0.99917	1.00047	-1.72776	0.857452	0.0001	5
1.551	0.999169	1.00047	-1.72904	0.857369	0.0001	5
1.552	0.999169	1.00047	-1.73032	0.857285	0.0001	5
1.553	0.999168	1.00047	-1.7316	0.857202	0.0001	5
1.554	0.999168	1.00047	-1.73288	0.857118	0.0001	5
1.555	0.999167	1.00047	-1.73416	0.857035	0.0001	5
1.556	0.999167	1.00047	-1.73544	0.856952	0.0001	5
1.557	0.999166	1.00047	-1.73672	0.856868	0.0001	5
1.558	0.999166	1.00047	-1.738	0.856785	0.0001	5
1.559	0.999165	1.00047	-1.73927	0.856702	0.0001	5
1.56	0.999165	1.00047	-1.74055	0.856618	0.0001	5
1.561	0.999164	1.00047	-1.74183	0.856535	0.0001	5
1.562	0.999164	1.00047	-1.7431	0.856452	0.0001	5
1.563	0.999163	1.00047	-1.74438	0.856369	0.0001	5
1.564	0.999163	1.00047	-1.74565	0.856285	0.0001	5
1.565	0.999162	1.00047	-1.74693	0.856202	0.0001	5
1.566	0.999161	1.00048	-1.7482	0.856119	0.0001	5
1.567	0.999161	1.00048	-1.74947	0.856036	0.0001	5
1.568	0.99916	1.00048	-1.75075	0.855952	0.0001	5
1.569	0.99916	1.00048	-1.75202	0.855869	0.0001	5
1.57	0.999159	1.00048	-1.75329	0.855786	0.0001	5
1.571	0.999159	1.00048	-1.75456	0.855703	0.0001	5
1.572	0.999158	1.00048	-1.75583	0.855619	0.0001	5
1.573	0.999158	1.00048	-1.7571	0.855536	0.0001	5
1.574	0.999157	1.00048	-1.75837	0.855453	0.0001	5
1.575	0.999157	1.00048	-1.75964	0.85537	0.0001	5
1.576	0.999156	1.00048	-1.76091	0.855287	0.0001	5
1.577	0.999156	1.00048	-1.76217	0.855204	0.0001	5
1.578	0.999155	1.00048	-1.76344	0.85512	0.0001	5
1.579	0.999154	1.00048	-1.76471	0.855037	0.0001	5
1.58	0.999154	1.00048	-1.76597	0.854954	0.0001	5
1.581	0.999153	1.00048	-1.76724	0.854871	0.0001	5
1.582	0.999153	1.00048	-1.7685	0.854788	0.0001	5
1.583	0.999152	1.00048	-1.76977	0.854705	0.0001	5
1.584	0.999152	1.00048	-1.77103	0.854622	0.0001	5
1.585	0.999151	1.00048	-1.77229	0.854539	0.0001	5
1.586	0.999151	1.00048	-1.77356	0.854456	0.0001	5
1.587	0.99915	1.00048	-1.77482	0.854373	0.0001	5
1.588	0.99915	1.00048	-1.77608	0.85429	0.0001	5
1.589	0.999149	1.00048	-1.77734	0.854207	0.0001	5
1.59	0.999149	1.00048	-1.7786	0.854124	0.0001	5
1.591	0.999148	1.00048	-1.77986	0.854041	0.0001	5
1.592	0.999148	1.00048	-1.78112	0.853958	0.0001	5
1.593	0.999147	1.00048	-1.78238	0.853875	0.0001	5
1.594	0.999146	1.00048	-1.78364	0.853792	0.0001	5
1.595	0.999146	1.00048	-1.7849	0.853709	0.0001	5
1.596	0.999145	1.00048	-1.78615	0.853626	0.0001	5
1.597	0.999145	1.00048	-1.78741	0.853543	0.0001	5
1.598	0.999144	1.00048	-1.78867	0.85346	0.0001	5
1.599	0.999144	1.00048	-1.78992	0.853377	0.0001	5
1.6	0.999143	1.00049	-1.79118	0.853294	0.0001	5
1.601	0.999143	1.00049	-1.79243	0.853211	0.0001	5
1.602	0.999142	1.00049	-1.79368	0.853128	0.0001	5
1.603	0.999142	1.00049	-1.79494	0.853045	0.0001	5
1.604	0.999141	1.00049	-1.79619	0.852962	0.0001	5
1.605	0.999141	1.00049	-1.79744	0.852879	0.0001	5
1.606	0.99914	1.00049	-1.79869	0.852797	0.0001	5
1.607	0.999139	1.00049	-1.79995	0.852714	0.0001	5
1.608	0.999139	1.00049	-1.8012	0.852631	0.0001	5
1.609	0.999138	1.00049	-1.80245	0.852548	0.0001	5
1.61	0.999138	1.00049	-1.8037	0.852465	0.0001	5
1.611	0.999137	1.00049	-1.80495	0.852382	0.0001	5
1.612	0.999137	1.00049	-1.80619	0.8523	0.0001	5
1.613	0.999136	1.00049	-1.80744	0.852217	0.0001	5
1.614	0.999136	1.00049	-1.80869	0.852134	0.0001	5
1.615	0.999135	1.00049	-1.80994	0.852051	0.0001	5
1.616	0.999135	1.00049	-1.81118	0.851968	0.0001	5
1.617	0.999134	1.00049	-1.81243	0.851886	0.0001	5
1.618	0.999134	1.00049	-1.81367	0.851803	0.0001	5
1.619	0.999133	1.00049	-1.81492	0.85172	0.0001	5
1.62	0.999133	1.00049	-1.81616	0.851637	0.0001	5
1.621	0.999132	1.00049	-1.81741	0.851555	0.0001	5
1.622	0.999131	1.00049	-1.81865	0.851472	0.0001	5
1.623	0.999131	1.00049	-1.81989	0.851389	0.0001	5
1.624	0.99913	1.00049	-1.82113	0.851307	0.0001	5
1.625	0.99913	1.00049	-1.82238	0.851224	0.0001	5
1.626	0.999129	1.00049	-1.82362	0.851141	0.0001	5
1.627	0.999129	1.00049	-1.82486	0.851059	0.0001	5
1.628	0.999128	1.00049	-1.8261	0.850976	0.0001	5
1.629	0.999128	1.00049	-1.82734	0.850893	0.0001	5
1.63	0.999127	1.00049	-1.82858	0.850811	0.0001	5
1.631	0.999127	1.00049	-1.82981	0.850728	0.0001	5
1.632	0.999126	1.00049	-1.83105	0.850645	0.0001	5
1.633	0.999126	1.00049	-1.83229	0.850563	0.0001	5
1.634	0.999125	1.0005	-1.83353	0.85048	0.0001	5
1.635	0.999125	1.0005	-1.83476	0.850398	0.0001	5
1.636	0.999124	1.0005	-1.836	0.850315	0.0001	5
1.637	0.999123	1.0005	-1.83723	0.850233	0.0001	5
1.638	0.999123	1.0005	-1.83847	0.85015	0.0001	5
1.639	0.999122	1.0005	-1.8397	0.850067	0.0001	5
1.64	0.999122	1.0005	-1.84093	0.849985	0.0001	5
1.641	0.999121	1.0005	-1.84217	0.849902	0.0001	5
1.642	0.999121	1.0005	-1.8434	0.84982	0.0001	5
1.643	0.99912	1.0005	-1.84463	0.849737	0.0001	5
1.644	0.99912	1.0005	-1.84586	0.849655	0.0001	5
1.645	0.999119	1.0005	-1.84709	0.849572	0.0001	5
1.646	0.999119	1.0005	-1.84832	0.84949	0.0001	5
1.647	0.999118	1.0005	-1.84955	0.849407	0.0001	5
1.648	0.999118	1.0005	-1.85078	0.849325	0.0001	5
1.649	0.999117	1.0005	-1.85201	0.849243	0.0001	5
1.65	0.999116	1.0005	-1.85324	0.84916	0.0001	5
1.651	0.999116	1.0005	-1.85447	0.849078	0.0001	5
1.652	0.999115	1.0005	-1.85569	0.848995	0.0001	5
1.653	0.999115	1.0005	-1.85692	0.848913	0.0001	5
1.654	0.999114	1.0005	-1.85815	0.84883	0.0001	5
1.655	0.999114	1.0005	-1.85937	0.848748	0.0001	5
1.656	0.999113	1.0005	-1.8606	0.848666	0.0001	5
1.657	0.999113	1.0005	-1.86182	0.848583	0.0001	5
1.658	0.999112	1.0005	-1.86304	0.848501	0.0001	5
1.659	0.999112	1.0005	-1.86427	0.848419	0.0001	5
1.66	0.999111	1.0005	-1.86549	0.848336	0.0001	5
1.661	0.999111	1.0005	-1.86671	0.848254	0.0001	5
1.662	0.99911	1.0005	-1.86793	0.848172	0.0001	5
1.663	0.99911	1.0005	-1.86915	0.848089	0.0001	5
1.664	0.999109	1.0005	-1.87037	0.848007	0.0001	5
1.665	0.999108	1.0005	-1.87159	0.847925	0.0001	5
1.666	0.999108	1.0005	-1.87281	0.847842	0.0001	5
1.667	0.999107	1.00051	-1.87403	0.84776	0.0001	5
1.668	0.999107	1.00051	-1.87525	0.847678	0.0001	5
1.669	0.999106	1.00051	-1.87647	0.847596	0.0001	5
1.67	0.999106	1.00051	-1.87769	0.847513	0.0001	5
1.671	0.999105	1.00051	-1.8789	0.847431	0.0001	5
1.672	0.999105	1.00051	-1.88012	0.847349	0.0001	5
1.673	0.999104	1.00051	-1.88134	0.847267	0.0001	5
1.674	0.999104	1.00051	-1.88255	0.847184	0.0001	5
1.675	0.999103	1.00051	-1.88377	0.847102	0.0001	5
1.676	0.999103	1.00051	-1.88498	0.84702	0.0001	5
1.677	0.999102	1.00051	-1.88619	0.846938	0.0001	5
1.678	0.999101	1.00051	-1.88741	0.846856	0.0001	5
1.679	0.999101	1.00051	-1.88862	0.846773	0.0001	5
1.68	0.9991	1.00051	-1.88983	0.846691	0.0001	5
1.681	0.9991	1.00051	-1.89104	0.846609	0.0001	5
1.682	0.999099	1.00051	-1.89225	0.846527	0.0001	5
1.683	0.999099	1.00051	-1.89346	0.846445	0.0001	5
1.684	0.999098	1.00051	-1.89467	0.846363	0.0001	5
1.685	0.999098	1.00051	-1.89588	0.846281	0.0001	5
1.686	0.999097	1.00051	-1.89709	0.846199	0.0001	5
1.687	0.999097	1.00051	-1.8983	0.846117	0.0001	5
1.688	0.999096	1.00051	-1.89951	0.846034	0.0001	5
1.689	0.999096	1.00051	-1.90071	0.845952	0.0001	5
1.69	0.999095	1.00051	-1.90192	0.84587	0.0001	5
1.691	0.999095	1.00051	-1.90313	0.845788	0.0001	5
1.692	0.999094	1.00051	-1.90433	0.845706	0.0001	5
1.693	0.999093	1.00051	-1.90554	0.845624	0.0001	5
1.694	0.999093	1.00051	-1.90674	0.845542	0.0001	5
1.695	0.999092	1.00051	-1.90795	0.84546	0.0001	5
1.696	0.999092	1.00051	-1.90915	0.845378	0.0001	5
1.697	0.999091	1.00051	-1.91035	0.845296	0.0001	5
1.698	0.999091	1.00051	-1.91156	0.845214	0.0001	5
1.699	0.99909	1.00051	-1.91276	0.845132	0.0001	5
1.7	0.99909	1.00051	-1.91396	0.84505	0.0001	5
1.701	0.999089	1.00052	-1.91516	0.844968	0.0001	5
1.702	0.999089	1.00052	-1.91636	0.844886	0.0001	5
1.703	0.999088	1.00052	-1.91756	0.844804	0.0001	5
1.704	0.999088	1.00052	-1.91876	0.844723	0.0001	5
1.705	0.999087	1.00052	-1.91996	0.844641	0.0001	5
1.706	0.999086	1.00052	-1.92116	0.844559	0.0001	5
1.707	0.999086	1.00052	-1.92235	0.844477	0.0001	5
1.708	0.999085	1.00052	-1.92355	0.844395	0.0001	5
1.709	0.999085	1.00052	-1.92475	0.844313	0.0001	5
1.71	0.999084	1.00052	-1.92594	0.844231	0.0001	5
1.711	0.999084	1.00052	-1.92714	0.844149	0.0001	5
1.712	0.999083	1.00052	-1.92833	0.844068	0.0001	5
1.713	0.999083	1.00052	-1.92953	0.843986	0.0001	5
1.714	0.999082	1.00052	-1.93072	0.843904	0.0001	5
1.715	0.999082	1.00052	-1.93191	0.843822	0.0001	5
1.716	0.999081	1.00052	-1.93311	0.84374	0.0001	5
1.717	0.999081	1.00052	-1.9343	0.843658	0.0001	5
1.718	0.99908	1.00052	-1.93549	0.843577	0.0001	5
1.719	0.99908	1.00052	-1.93668	0.843495	0.0001	5
1.72	0.999079	1.00052	-1.93787	0.843413	0.0001	5
1.721	0.999078	1.00052	-1.93906	0.843331	0.0001	5
1.722	0.999078	1.00052	-1.94025	0.84325	0.0001	5
1.723	0.999077	1.00052	-1.94144	0.843168	0.0001	5
1.724	0.999077	1.00052	-1.94263	0.843086	0.0001	5
1.725	0.999076	1.00052	-1.94382	0.843004	0.0001	5
1.726	0.999076	1.00052	-1.94501	0.842923	0.0001	5
1.727	0.999075	1.00052	-1.94619	0.842841	0.0001	5
1.728	0.999075	1.00052	-1.94738	0.842759	0.0001	5
1.729	0.999074	1.00052	-1.94857	0.842678	0.0001	5
1.73	0.999074	1.00052	-1.94975	0.842596	0.0001	5
1.731	0.999073	1.00052	-1.95094	0.842514	0.0001	5
1.732	0.999073	1.00052	-1.95212	0.842433	0.0001	5
1.733	0.999072	1.00052	-1.95331	0.842351	0.0001	5
1.734	0.999071	1.00052	-1.95449	0.842269	0.0001	5
1.735	0.999071	1.00053	-1.95567	0.842188	0.0001	5
1.736	0.99907	1.00053	-1.95685	0.842106	0.0001	5
1.737	0.99907	1.00053	-1.95804	0.842024	0.0001	5
1.738	0.999069	1.00053	-1.95922	0.841943	0.0001	5
1.739	0.999069	1.00053	-1.9604	0.841861	0.0001	5
1.74	0.999068	1.00053	-1.96158	0.84178	0.0001	5
1.741	0.999068	1.00053	-1.96276	0.841698	0.0001	5
1.742	0.999067	1.00053	-1.96394	0.841617	0.0001	5
1.743	0.999067	1.00053	-1.96511	0.841535	0.0001	5
1.744	0.999066	1.00053	-1.96629	0.841453	0.0001	5
1.745	0.999066	1.00053	-1.96747	0.841372	0.0001	5
1.746	0.999065	1.00053	-1.96865	0.84129	0.0001	5
1.747	0.999065	1.00053	-1.96982	0.841209	0.0001	5
1.748	0.999064	1.00053	-1.971	0.841127	0.0001	5
1.749	0.999063	1.00053	-1.97218	0.841046	0.0001	5
1.75	0.999063	1.00053	-1.97335	0.840964	0.0001	5
1.751	0.999062	1.00053	-1.97452	0.840883	0.0001	5
1.752	0.999062	1.00053	-1.9757	0.840801	0.0001	5
1.753	0.999061	1.00053	-1.97687	0.84072	0.0001	5
1.754	0.999061	1.00053	-1.97804	0.840638	0.0001	5
1.755	0.99906	1.00053	-1.97922	0.840557	0.0001	5
1.756	0.99906	1.00053	-1.98039	0.840476	0.0001	5
1.757	0.999059	1.00053	-1.98156	0.840394	0.0001	5
1.758	0.999059	1.00053	-1.98273	0.840313	0.0001	5
1.759	0.999058	1.00053	-1.9839	0.840231	0.0001	5
1.76	0.999058	1.00053	-1.98507	0.84015	0.0001	5
1.761	0.999057	1.00053	-1.98624	0.840069	0.0001	5
1.762	0.999056	1.00053	-1.98741	0.839987	0.0001	5
1.763	0.999056	1.00053	-1.98858	0.839906	0.0001	5
1.764	0.999055	1.00053	-1.98974	0.839825	0.0001	5
1.765	0.999055	1.00053	-1.99091	0.839743	0.0001	5
1.766	0.999054	1.00053	-1.99208	0.839662	0.0001	5
1.767	0.999054	1.00053	-1.99324	0.839581	0.0001	5
1.768	0.999053	1.00053	-1.99441	0.839499	0.0001	5
1.769	0.999053	1.00054	-1.99557	0.839418	0.0001	5
1.77	0.999052	1.00054	-1.99674	0.839337	0.0001	5
1.771	0.999052	1.00054	-1.9979	0.839255	0.0001	5
1.772	0.999051	1.00054	-1.99907	0.839174	0.0001	5
1.773	0.999051	1.00054	-2.00023	0.839093	0.0001	5
1.774	0.99905	1.00054	-2.00139	0.839011	0.0001	5
1.775	0.99905	1.00054	-2.00255	0.83893	0.0001	5
1.776	0.999049	1.00054	-2.00371	0.838849	0.0001	5
1.777	0.999048	1.00054	-2.00487	0.838768	0.0001	5
1.778	0.999048	1.00054	-2.00603	0.838687	0.0001	5
1.779	0.999047	1.00054	-2.00719	0.838605	0.0001	5
1.78	0.999047	1.00054	-2.00835	0.838524	0.0001	5
1.781	0.999046	1.00054	-2.00951	0.838443	0.0001	5
1.782	0.999046	1.00054	-2.01067	0.838362	0.0001	5
1.783	0.999045	1.00054	-2.01183	0.838281	0.0001	5
1.784	0.999045	1.00054	-2.01299	0.838199	0.0001	5
1.785	0.999044	1.00054	-2.01414	0.838118	0.0001	5
1.786	0.999044	1.00054	-2.0153	0.838037	0.0001	5
1.787	0.999043	1.00054	-2.01645	0.837956	0.0001	5
1.788	0.999043	1.00054	-2.01761	0.837875	0.0001	5
1.789	0.999042	1.00054	-2.01876	0.837794	0.0001	5
1.79	0.999042	1.00054	-2.01992	0.837713	0.0001	5
1.791	0.999041	1.00054	-2.02107	0.837631	0.0001	5
1.792	0.99904	1.00054	-2.02222	0.83755	0.0001	5
1.793	0.99904	1.00054	-2.02338	0.837469	0.0001	5
1.794	0.999039	1.00054	-2.02453	0.837388	0.0001	5
1.795	0.999039	1.00054	-2.02568	0.837307	0.0001	5
1.796	0.999038	1.00054	-2.02683	0.837226	0.0001	5
1.797	0.999038	1.00054	-2.02798	0.837145	0.0001	5
1.798	0.999037	1.00054	-2.02913	0.837064	0.0001	5
1.799	0.999037	1.00054	-2.03028	0.836983	0.0001	5
1.8	0.999036	1.00054	-2.03143	0.836902	0.0001	5
1.801	0.999036	1.00054	-2.03258	0.836821	0.0001	5
1.802	0.999035	1.00054	-2.03372	0.83674	0.0001	5
1.803	0.999035	1.00055	-2.03487	0.836659	0.0001	5
1.804	0.999034	1.00055	-2.03602	0.836578	0.0001	5
1.805	0.999033	1.00055	-2.03716	0.836497	0.0001	5
1.806	0.999033	1.00055	-2.03831	0.836416	0.0001	5
1.807	0.999032	1.00055	-2.03945	0.836335	0.0001	5
1.808	0.999032	1.00055	-2.0406	0.836254	0.0001	5
1.809	0.999031	1.00055	-2.04174	0.836173	0.0001	5
1.81	0.999031	1.00055	-2.04289	0.836092	0.0001	5
1.811	0.99903	1.00055	-2.04403	0.836011	0.0001	5
1.812	0.99903	1.00055	-2.04517	0.83593	0.0001	5
1.813	0.999029	1.00055	-2.04631	0.83585	0.0001	5
1.814	0.999029	1.00055	-2.04746	0.835769	0.0001	5
1.815	0.999028	1.00055	-2.0486	0.835688	0.0001	5
1.816	0.999028	1.00055	-2.04974	0.835607	0.0001	5
1.817	0.999027	1.00055	-2.05088	0.835526	0.0001	5
1.818	0.999027	1.00055	-2.05202	0.835445	0.0001	5
1.819	0.999026	1.00055	-2.05316	0.835364	0.0001	5
1.82	0.999025	1.00055	-2.05429	0.835284	0.0001	5
1.821	0.999025	1.00055	-2.05543	0.835203	0.0001	5
1.822	0.999024	1.00055	-2.05657	0.835122	0.0001	5
1.823	0.999024	1.00055	-2.05771	0.835041	0.0001	5
1.824	0.999023	1.00055	-2.05884	0.83496	0.0001	5
1.825	0.999023	1.00055	-2.05998	0.83488	0.0001	5
1.826	0.999022	1.00055	-2.06111	0.834799	0.0001	5
1.827	0.999022	1.00055	-2.06225	0.834718	0.0001	5
1.828	0.999021	1.00055	-2.06338	0.834637	0.0001	5
1.829	0.999021	1.00055	-2.06452	0.834556	0.0001	5
1.83	0.99902	1.00055	-2.06565	0.834476	0.0001	5
1.831	0.99902	1.00055	-2.06678	0.834395	0.0001	5
1.832	0.999019	1.00055	-2.06791	0.834314	0.0001	5
1.833	0.999018	1.00055	-2.06905	0.834234	0.0001	5
1.834	0.999018	1.00055	-2.07018	0.834153	0.0001	5
1.835	0.999017	1.00055	-2.07131	0.834072	0.0001	5
1.836	0.999017	1.00055	-2.07244	0.833991	0.0001	5
1.837	0.999016	1.00056	-2.07357	0.833911	0.0001	5
1.838	0.999016	1.00056	-2.0747	0.83383	0.0001	5
1.839	0.999015	1.00056	-2.07582	0.83375	0.0001	5
1.84	0.999015	1.00056	-2.07695	0.833669	0.0001	5
1.841	0.999014	1.00056	-2.07808	0.833588	0.0001	5
1.842	0.999014	1.00056	-2.07921	0.833508	0.0001	5
1.843	0.999013	1.00056	-2.08033	0.833427	0.0001	5
1.844	0.999013	1.00056	-2.08146	0.833346	0.0001	5
1.845	0.999012	1.00056	-2.08258	0.833266	0.0001	5
1.846	0.999012	1.00056	-2.08371	0.833185	0.0001	5
1.847	0.999011	1.00056	-2.08483	0.833105	0.0001	5
1.848	0.99901	1.00056	-2.08596	0.833024	0.0001	5
1.849	0.99901	1.00056	-2.08708	0.832943	0.0001	5
1.85	0.999009	1.00056	-2.0882	0.832863	0.0001	5
1.851	0.999009	1.00056	-2.08933	0.832782	0.0001	5
1.852	0.999008	1.00056	-2.09045	0.832702	0.0001	5
1.853	0.999008	1.00056	-2.09157	0.832621	0.0001	5
1.854	0.999007	1.00056	-2.09269	0.832541	0.0001	5
1.855	0.999007	1.00056	-2.09381	0.83246	0.0001	5
1.856	0.999006	1.00056	-2.09493	0.83238	0.0001	5
1.857	0.999006	1.00056	-2.09605	0.832299	0.0001	5
1.858	0.999005	1.00056	-2.09717	0.832219	0.0001	5
1.859	0.999005	1.00056	-2.09829	0.832138	0.0001	5
1.86	0.999004	1.00056	-2.0994	0.832058	0.0001	5
1.861	0.999003	1.00056	-2.10052	0.831977	0.0001	5
1.862	0.999003	1.00056	-2.10164	0.831897	0.0001	5
1.863	0.999002	1.00056	-2.10275	0.831817	0.0001	5
1.864	0.999002	1.00056	-2.10387	0.831736	0.0001	5
1.865	0.999001	1.00056	-2.10499	0.831656	0.0001	5
1.866	0.999001	1.00056	-2.1061	0.831575	0.0001	5
1.867	0.999	1.00056	-2.10721	0.831495	0.0001	5
1.868	0.999	1.00056	-2.10833	0.831414	0.0001	5
1.869	0.998999	1.00056	-2.10944	0.831334	0.0001	5
1.87	0.998999	1.00056	-2.11055	0.831254	0.0001	5
1.871	0.998998	1.00057	-2.11167	0.831173	0.0001	5
1.872	0.998998	1.00057	-2.11278	0.831093	0.0001	5
1.873	0.998997	1.00057	-2.11389	0.831013	0.0001	5
1.874	0.998997	1.00057	-2.115	0.830932	0.0001	5
1.875	0.998996	1.00057	-2.11611	0.830852	0.0001	5
1.876	0.998995	1.00057	-2.11722	0.830772	0.0001	5
1.877	0.998995	1.00057	-2.11833	0.830691	0.0001	5
1.878	0.998994	1.00057	-2.11944	0.830611	0.0001	5
1.879	0.998994	1.00057	-2.12054	0.830531	0.0001	5
1.88	0.998993	1.00057	-2.12165	0.830451	0.0001	5
1.881	0.998993	1.00057	-2.12276	0.83037	0.0001	5
1.882	0.998992	1.00057	-2.12386	0.83029	0.0001	5
1.883	0.998992	1.00057	-2.12497	0.83021	0.0001	5
1.884	0.998991	1.00057	-2.12608	0.83013	0.0001	5
1.885	0.998991	1.00057	-2.12718	0.830049	0.0001	5
1.886	0.99899	1.00057	-2.12829	0.829969	0.0001	5
1.887	0.99899	1.00057	-2.12939	0.829889	0.0001	5
1.888	0.998989	1.00057	-2.13049	0.829809	0.0001	5
1.889	0.998988	1.00057	-2.1316	0.829728	0.0001	5
1.89	0.998988	1.00057	-2.1327	0.829648	0.0001	5
1.891	0.998987	1.00057	-2.1338	0.829568	0.0001	5
1.892	0.998987	1.00057	-2.1349	0.829488	0.0001	5
