t	NADH_m	ADP_m	deltaPsi	Ca_m	Ca_c	FBP
3.926	0.997898	1.00118	-0.45932	0.736992	0.0001	5
3.927	0.997897	1.00118	-0.460035	0.736919	0.0001	5
3.928	0.997897	1.00118	-0.46075	0.736846	0.0001	5
3.929	0.997896	1.00118	-0.461464	0.736772	0.0001	5
3.93	0.997896	1.00118	-0.462178	0.736699	0.0001	5
3.931	0.997895	1.00118	-0.462892	0.736626	0.0001	5
3.932	0.997895	1.00118	-0.463605	0.736553	0.0001	5
3.933	0.997894	1.00118	-0.464318	0.73648	0.0001	5
3.934	0.997894	1.00118	-0.46503	0.736407	0.0001	5
3.935	0.997893	1.00119	-0.465742	0.736334	0.0001	5
3.936	0.997892	1.00119	-0.466453	0.736261	0.0001	5
3.937	0.997892	1.00119	-0.467164	0.736188	0.0001	5
3.938	0.997891	1.00119	-0.467874	0.736115	0.0001	5
3.939	0.997891	1.00119	-0.468584	0.736041	0.0001	5
3.94	0.99789	1.00119	-0.469294	0.735968	0.0001	5
3.941	0.99789	1.00119	-0.470003	0.735895	0.0001	5
3.942	0.997889	1.00119	-0.470711	0.735822	0.0001	5
3.943	0.997889	1.00119	-0.47142	0.735749	0.0001	5
3.944	0.997888	1.00119	-0.472127	0.735676	0.0001	5
3.945	0.997888	1.00119	-0.472834	0.735603	0.0001	5
3.946	0.997887	1.00119	-0.473541	0.73553	0.0001	5
3.947	0.997887	1.00119	-0.474248	0.735457	0.0001	5
3.948	0.997886	1.00119	-0.474954	0.735384	0.0001	5
3.949	0.997886	1.00119	-0.475659	0.735311	0.0001	5
3.95	0.997885	1.00119	-0.476364	0.735238	0.0001	5
3.951	0.997884	1.00119	-0.477069	0.735165	0.0001	5
3.952	0.997884	1.00119	-0.477773	0.735092	0.0001	5
3.953	0.997883	1.00119	-0.478476	0.735019	0.0001	5
3.954	0.997883	1.00119	-0.47918	0.734947	0.0001	5
3.955	0.997882	1.00119	-0.479882	0.734874	0.0001	5
3.956	0.997882	1.00119	-0.480585	0.734801	0.0001	5
3.957	0.997881	1.00119	-0.481287	0.734728	0.0001	5
3.958	0.997881	1.00119	-0.481988	0.734655	0.0001	5
3.959	0.99788	1.00119	-0.482689	0.734582	0.0001	5
3.96	0.99788	1.00119	-0.483389	0.734509	0.0001	5
3.961	0.997879	1.00119	-0.48409	0.734436	0.0001	5
3.962	0.997879	1.00119	-0.484789	0.734363	0.0001	5
3.963	0.997878	1.00119	-0.485488	0.73429	0.0001	5
3.964	0.997877	1.00119	-0.486187	0.734218	0.0001	5
3.965	0.997877	1.00119	-0.486885	0.734145	0.0001	5
3.966	0.997876	1.00119	-0.487583	0.734072	0.0001	5
3.967	0.997876	1.00119	-0.488281	0.733999	0.0001	5
3.968	0.997875	1.0012	-0.488977	0.733926	0.0001	5
3.969	0.997875	1.0012	-0.489674	0.733853	0.0001	5
3.97	0.997874	1.0012	-0.49037	0.733781	0.0001	5
3.971	0.997874	1.0012	-0.491066	0.733708	0.0001	5
3.972	0.997873	1.0012	-0.491761	0.733635	0.0001	5
3.973	0.997873	1.0012	-0.492455	0.733562	0.0001	5
3.974	0.997872	1.0012	-0.49315	0.73349	0.0001	5
3.975	0.997872	1.0012	-0.493844	0.733417	0.0001	5
3.976	0.997871	1.0012	-0.494537	0.733344	0.0001	5
3.977	0.997871	1.0012	-0.49523	0.733271	0.0001	5
3.978	0.99787	1.0012	-0.495922	0.733198	0.0001	5
3.979	0.997869	1.0012	-0.496614	0.733126	0.0001	5
3.98	0.997869	1.0012	-0.497306	0.733053	0.0001	5
3.981	0.997868	1.0012	-0.497997	0.73298	0.0001	5
3.982	0.997868	1.0012	-0.498688	0.732908	0.0001	5
3.983	0.997867	1.0012	-0.499378	0.732835	0.0001	5
3.984	0.997867	1.0012	-0.500068	0.732762	0.0001	5
3.985	0.997866	1.0012	-0.500757	0.732689	0.0001	5
3.986	0.997866	1.0012	-0.501446	0.732617	0.0001	5
3.987	0.997865	1.0012	-0.502134	0.732544	0.0001	5
3.988	0.997865	1.0012	-0.502822	0.732471	0.0001	5
3.989	0.997864	1.0012	-0.50351	0.732399	0.0001	5
3.99	0.997864	1.0012	-0.504197	0.732326	0.0001	5
3.991	0.997863	1.0012	-0.504884	0.732254	0.0001	5
3.992	0.997863	1.0012	-0.50557	0.732181	0.0001	5
3.993	0.997862	1.0012	-0.506256	0.732108	0.0001	5
3.994	0.997861	1.0012	-0.506941	0.732036	0.0001	5
3.995	0.997861	1.0012	-0.507626	0.731963	0.0001	5
3.996	0.99786	1.0012	-0.50831	0.73189	0.0001	5
3.997	0.99786	1.0012	-0.508994	0.731818	0.0001	5
3.998	0.997859	1.0012	-0.509678	0.731745	0.0001	5
3.999	0.997859	1.0012	-0.510361	0.731673	0.0001	5
4	0.997858	1.0012	-0.511044	0.7316	0.0001	5
4.001	0.997858	1.00121	-0.508926	0.731578	0.0006	5
4.002	0.997857	1.00121	-0.506249	0.731566	0.0006	5
4.003	0.997857	1.00121	-0.503572	0.731554	0.0006	5
4.004	0.997856	1.00121	-0.500895	0.731542	0.0006	5
4.005	0.997856	1.00121	-0.498218	0.73153	0.0006	5
4.006	0.997855	1.00121	-0.495542	0.731517	0.0006	5
4.007	0.997854	1.00121	-0.492865	0.731505	0.0006	5
4.008	0.997854	1.00121	-0.490188	0.731493	0.0006	5
4.009	0.997853	1.00121	-0.487511	0.731481	0.0006	5
4.01	0.997853	1.00121	-0.484834	0.731469	0.0006	5
4.011	0.997852	1.00121	-0.482157	0.731457	0.0006	5
4.012	0.997852	1.00121	-0.479481	0.731445	0.0006	5
4.013	0.997851	1.00121	-0.476804	0.731433	0.0006	5
4.014	0.997851	1.00121	-0.474127	0.731421	0.0006	5
4.015	0.99785	1.00121	-0.47145	0.731409	0.0006	5
4.016	0.99785	1.00121	-0.468774	0.731397	0.0006	5
4.017	0.997849	1.00121	-0.466097	0.731384	0.0006	5
4.018	0.997849	1.00121	-0.46342	0.731372	0.0006	5
4.019	0.997848	1.00121	-0.460744	0.73136	0.0006	5
4.02	0.997848	1.00121	-0.458067	0.731348	0.0006	5
4.021	0.997847	1.00121	-0.455391	0.731336	0.0006	5
4.022	0.997846	1.00121	-0.452714	0.731324	0.0006	5
4.023	0.997846	1.00121	-0.450038	0.731312	0.0006	5
4.024	0.997845	1.00121	-0.447361	0.7313	0.0006	5
4.025	0.997845	1.00121	-0.444685	0.731288	0.0006	5
4.026	0.997844	1.00121	-0.442008	0.731276	0.0006	5
4.027	0.997844	1.00121	-0.439332	0.731263	0.0006	5
4.028	0.997843	1.00121	-0.436655	0.731251	0.0006	5
4.029	0.997843	1.00121	-0.433979	0.731239	0.0006	5
4.03	0.997842	1.00121	-0.431303	0.731227	0.0006	5
4.031	0.997842	1.00121	-0.428626	0.731215	0.0006	5
4.032	0.997841	1.00121	-0.42595	0.731203	0.0006	5
4.033	0.997841	1.00121	-0.423274	0.731191	0.0006	5
4.034	0.99784	1.00122	-0.420597	0.731179	0.0006	5
4.035	0.997839	1.00122	-0.417921	0.731167	0.0006	5
4.036	0.997839	1.00122	-0.415245	0.731154	0.0006	5
4.037	0.997838	1.00122	-0.412569	0.731142	0.0006	5
4.038	0.997838	1.00122	-0.409893	0.73113	0.0006	5
4.039	0.997837	1.00122	-0.407216	0.731118	0.0006	5
4.04	0.997837	1.00122	-0.40454	0.731106	0.0006	5
4.041	0.997836	1.00122	-0.401864	0.731094	0.0006	5
4.042	0.997836	1.00122	-0.399188	0.731082	0.0006	5
4.043	0.997835	1.00122	-0.396512	0.73107	0.0006	5
4.044	0.997835	1.00122	-0.393836	0.731058	0.0006	5
4.045	0.997834	1.00122	-0.39116	0.731046	0.0006	5
4.046	0.997834	1.00122	-0.388484	0.731033	0.0006	5
4.047	0.997833	1.00122	-0.385808	0.731021	0.0006	5
4.048	0.997833	1.00122	-0.383132	0.731009	0.0006	5
4.049	0.997832	1.00122	-0.380456	0.730997	0.0006	5
4.05	0.997831	1.00122	-0.37778	0.730985	0.0006	5
4.051	0.997831	1.00122	-0.375104	0.730973	0.0006	5
4.052	0.99783	1.00122	-0.372429	0.730961	0.0006	5
4.053	0.99783	1.00122	-0.369753	0.730949	0.0006	5
4.054	0.997829	1.00122	-0.367077	0.730937	0.0006	5
4.055	0.997829	1.00122	-0.364401	0.730924	0.0006	5
4.056	0.997828	1.00122	-0.361725	0.730912	0.0006	5
4.057	0.997828	1.00122	-0.35905	0.7309	0.0006	5
4.058	0.997827	1.00122	-0.356374	0.730888	0.0006	5
4.059	0.997827	1.00122	-0.353698	0.730876	0.0006	5
4.06	0.997826	1.00122	-0.351023	0.730864	0.0006	5
4.061	0.997826	1.00122	-0.348347	0.730852	0.0006	5
4.062	0.997825	1.00122	-0.345671	0.73084	0.0006	5
4.063	0.997824	1.00122	-0.342996	0.730828	0.0006	5
4.064	0.997824	1.00122	-0.34032	0.730815	0.0006	5
4.065	0.997823	1.00122	-0.337645	0.730803	0.0006	5
4.066	0.997823	1.00122	-0.334969	0.730791	0.0006	5
4.067	0.997822	1.00123	-0.332294	0.730779	0.0006	5
4.068	0.997822	1.00123	-0.329618	0.730767	0.0006	5
4.069	0.997821	1.00123	-0.326943	0.730755	0.0006	5
4.07	0.997821	1.00123	-0.324267	0.730743	0.0006	5
4.071	0.99782	1.00123	-0.321592	0.730731	0.0006	5
4.072	0.99782	1.00123	-0.318916	0.730718	0.0006	5
4.073	0.997819	1.00123	-0.316241	0.730706	0.0006	5
4.074	0.997819	1.00123	-0.313566	0.730694	0.0006	5
4.075	0.997818	1.00123	-0.31089	0.730682	0.0006	5
4.076	0.997818	1.00123	-0.308215	0.73067	0.0006	5
4.077	0.997817	1.00123	-0.30554	0.730658	0.0006	5
4.078	0.997816	1.00123	-0.302865	0.730646	0.0006	5
4.079	0.997816	1.00123	-0.300189	0.730634	0.0006	5
4.08	0.997815	1.00123	-0.297514	0.730622	0.0006	5
4.081	0.997815	1.00123	-0.294839	0.730609	0.0006	5
4.082	0.997814	1.00123	-0.292164	0.730597	0.0006	5
4.083	0.997814	1.00123	-0.289489	0.730585	0.0006	5
4.084	0.997813	1.00123	-0.286814	0.730573	0.0006	5
4.085	0.997813	1.00123	-0.284139	0.730561	0.0006	5
4.086	0.997812	1.00123	-0.281463	0.730549	0.0006	5
4.087	0.997812	1.00123	-0.278788	0.730537	0.0006	5
4.088	0.997811	1.00123	-0.276113	0.730525	0.0006	5
4.089	0.997811	1.00123	-0.273438	0.730512	0.0006	5
4.09	0.99781	1.00123	-0.270763	0.7305	0.0006	5
4.091	0.997809	1.00123	-0.268089	0.730488	0.0006	5
4.092	0.997809	1.00123	-0.265414	0.730476	0.0006	5
4.093	0.997808	1.00123	-0.262739	0.730464	0.0006	5
4.094	0.997808	1.00123	-0.260064	0.730452	0.0006	5
4.095	0.997807	1.00123	-0.257389	0.73044	0.0006	5
4.096	0.997807	1.00123	-0.254714	0.730428	0.0006	5
4.097	0.997806	1.00123	-0.252039	0.730415	0.0006	5
4.098	0.997806	1.00123	-0.249365	0.730403	0.0006	5
4.099	0.997805	1.00123	-0.24669	0.730391	0.0006	5
4.1	0.997805	1.00124	-0.244015	0.730379	0.0006	5
4.101	0.997804	1.00124	-0.24134	0.730367	0.0006	5
4.102	0.997804	1.00124	-0.238666	0.730355	0.0006	5
4.103	0.997803	1.00124	-0.235991	0.730343	0.0006	5
4.104	0.997803	1.00124	-0.233316	0.730331	0.0006	5
4.105	0.997802	1.00124	-0.230642	0.730318	0.0006	5
4.106	0.997801	1.00124	-0.227967	0.730306	0.0006	5
4.107	0.997801	1.00124	-0.225293	0.730294	0.0006	5
4.108	0.9978	1.00124	-0.222618	0.730282	0.0006	5
4.109	0.9978	1.00124	-0.219943	0.73027	0.0006	5
4.11	0.997799	1.00124	-0.217269	0.730258	0.0006	5
4.111	0.997799	1.00124	-0.214595	0.730246	0.0006	5
4.112	0.997798	1.00124	-0.21192	0.730234	0.0006	5
4.113	0.997798	1.00124	-0.209246	0.730221	0.0006	5
4.114	0.997797	1.00124	-0.206571	0.730209	0.0006	5
4.115	0.997797	1.00124	-0.203897	0.730197	0.0006	5
4.116	0.997796	1.00124	-0.201222	0.730185	0.0006	5
4.117	0.997796	1.00124	-0.198548	0.730173	0.0006	5
4.118	0.997795	1.00124	-0.195874	0.730161	0.0006	5
4.119	0.997795	1.00124	-0.1932	0.730149	0.0006	5
4.12	0.997794	1.00124	-0.190525	0.730137	0.0006	5
4.121	0.997793	1.00124	-0.187851	0.730124	0.0006	5
4.122	0.997793	1.00124	-0.185177	0.730112	0.0006	5
4.123	0.997792	1.00124	-0.182503	0.7301	0.0006	5
4.124	0.997792	1.00124	-0.179828	0.730088	0.0006	5
4.125	0.997791	1.00124	-0.177154	0.730076	0.0006	5
4.126	0.997791	1.00124	-0.17448	0.730064	0.0006	5
4.127	0.99779	1.00124	-0.171806	0.730052	0.0006	5
4.128	0.99779	1.00124	-0.169132	0.730039	0.0006	5
4.129	0.997789	1.00124	-0.166458	0.730027	0.0006	5
4.13	0.997789	1.00124	-0.163784	0.730015	0.0006	5
4.131	0.997788	1.00124	-0.16111	0.730003	0.0006	5
4.132	0.997788	1.00124	-0.158436	0.729991	0.0006	5
4.133	0.997787	1.00125	-0.155762	0.729979	0.0006	5
4.134	0.997786	1.00125	-0.153088	0.729967	0.0006	5
4.135	0.997786	1.00125	-0.150414	0.729954	0.0006	5
4.136	0.997785	1.00125	-0.14774	0.729942	0.0006	5
4.137	0.997785	1.00125	-0.145066	0.72993	0.0006	5
4.138	0.997784	1.00125	-0.142392	0.729918	0.0006	5
4.139	0.997784	1.00125	-0.139719	0.729906	0.0006	5
4.14	0.997783	1.00125	-0.137045	0.729894	0.0006	5
4.141	0.997783	1.00125	-0.134371	0.729882	0.0006	5
4.142	0.997782	1.00125	-0.131697	0.72987	0.0006	5
4.143	0.997782	1.00125	-0.129023	0.729857	0.0006	5
4.144	0.997781	1.00125	-0.12635	0.729845	0.0006	5
4.145	0.997781	1.00125	-0.123676	0.729833	0.0006	5
4.146	0.99778	1.00125	-0.121002	0.729821	0.0006	5
4.147	0.99778	1.00125	-0.118329	0.729809	0.0006	5
4.148	0.997779	1.00125	-0.115655	0.729797	0.0006	5
4.149	0.997778	1.00125	-0.112982	0.729785	0.0006	5
4.15	0.997778	1.00125	-0.110308	0.729772	0.0006	5
4.151	0.997777	1.00125	-0.107634	0.72976	0.0006	5
4.152	0.997777	1.00125	-0.104961	0.729748	0.0006	5
4.153	0.997776	1.00125	-0.102287	0.729736	0.0006	5
4.154	0.997776	1.00125	-0.0996139	0.729724	0.0006	5
4.155	0.997775	1.00125	-0.0969404	0.729712	0.0006	5
4.156	0.997775	1.00125	-0.094267	0.7297	0.0006	5
4.157	0.997774	1.00125	-0.0915936	0.729687	0.0006	5
4.158	0.997774	1.00125	-0.0889202	0.729675	0.0006	5
4.159	0.997773	1.00125	-0.0862468	0.729663	0.0006	5
4.16	0.997773	1.00125	-0.0835735	0.729651	0.0006	5
4.161	0.997772	1.00125	-0.0809002	0.729639	0.0006	5
4.162	0.997771	1.00125	-0.0782269	0.729627	0.0006	5
4.163	0.997771	1.00125	-0.0755536	0.729615	0.0006	5
4.164	0.99777	1.00125	-0.0728803	0.729602	0.0006	5
4.165	0.99777	1.00125	-0.0702071	0.72959	0.0006	5
4.166	0.997769	1.00126	-0.0675339	0.729578	0.0006	5
4.167	0.997769	1.00126	-0.0648607	0.729566	0.0006	5
4.168	0.997768	1.00126	-0.0621876	0.729554	0.0006	5
4.169	0.997768	1.00126	-0.0595145	0.729542	0.0006	5
4.17	0.997767	1.00126	-0.0568413	0.72953	0.0006	5
4.171	0.997767	1.00126	-0.0541683	0.729517	0.0006	5
4.172	0.997766	1.00126	-0.0514952	0.729505	0.0006	5
4.173	0.997766	1.00126	-0.0488222	0.729493	0.0006	5
4.174	0.997765	1.00126	-0.0461491	0.729481	0.0006	5
4.175	0.997765	1.00126	-0.0434761	0.729469	0.0006	5
4.176	0.997764	1.00126	-0.0408032	0.729457	0.0006	5
4.177	0.997763	1.00126	-0.0381302	0.729444	0.0006	5
4.178	0.997763	1.00126	-0.0354573	0.729432	0.0006	5
4.179	0.997762	1.00126	-0.0327844	0.72942	0.0006	5
4.18	0.997762	1.00126	-0.0301115	0.729408	0.0006	5
4.181	0.997761	1.00126	-0.0274387	0.729396	0.0006	5
4.182	0.997761	1.00126	-0.0247658	0.729384	0.0006	5
4.183	0.99776	1.00126	-0.022093	0.729372	0.0006	5
4.184	0.99776	1.00126	-0.0194203	0.729359	0.0006	5
4.185	0.997759	1.00126	-0.0167475	0.729347	0.0006	5
4.186	0.997759	1.00126	-0.0140748	0.729335	0.0006	5
4.187	0.997758	1.00126	-0.011402	0.729323	0.0006	5
4.188	0.997758	1.00126	-0.00872935	0.729311	0.0006	5
4.189	0.997757	1.00126	-0.00605669	0.729299	0.0006	5
4.19	0.997756	1.00126	-0.00338404	0.729286	0.0006	5
4.191	0.997756	1.00126	-0.000711421	0.729274	0.0006	5
4.192	0.997755	1.00126	0.00196118	0.729262	0.0006	5
4.193	0.997755	1.00126	0.00463375	0.72925	0.0006	5
4.194	0.997754	1.00126	0.0073063	0.729238	0.0006	5
4.195	0.997754	1.00126	0.00997883	0.729226	0.0006	5
4.196	0.997753	1.00126	0.0126513	0.729214	0.0006	5
4.197	0.997753	1.00126	0.0153238	0.729201	0.0006	5
4.198	0.997752	1.00127	0.0179963	0.729189	0.0006	5
4.199	0.997752	1.00127	0.0206687	0.729177	0.0006	5
4.2	0.997751	1.00127	0.0233411	0.729165	0.0006	5
4.201	0.997751	1.00127	0.0260135	0.729153	0.0006	5
4.202	0.99775	1.00127	0.0286859	0.729141	0.0006	5
4.203	0.99775	1.00127	0.0313582	0.729128	0.0006	5
4.204	0.997749	1.00127	0.0340305	0.729116	0.0006	5
4.205	0.997748	1.00127	0.0367028	0.729104	0.0006	5
4.206	0.997748	1.00127	0.0393751	0.729092	0.0006	5
4.207	0.997747	1.00127	0.0420474	0.72908	0.0006	5
4.208	0.997747	1.00127	0.0447196	0.729068	0.0006	5
4.209	0.997746	1.00127	0.0473918	0.729056	0.0006	5
4.21	0.997746	1.00127	0.050064	0.729043	0.0006	5
4.211	0.997745	1.00127	0.0527361	0.729031	0.0006	5
4.212	0.997745	1.00127	0.0554083	0.729019	0.0006	5
4.213	0.997744	1.00127	0.0580804	0.729007	0.0006	5
4.214	0.997744	1.00127	0.0607525	0.728995	0.0006	5
4.215	0.997743	1.00127	0.0634245	0.728983	0.0006	5
4.216	0.997743	1.00127	0.0660966	0.72897	0.0006	5
4.217	0.997742	1.00127	0.0687686	0.728958	0.0006	5
4.218	0.997742	1.00127	0.0714406	0.728946	0.0006	5
4.219	0.997741	1.00127	0.0741125	0.728934	0.0006	5
4.22	0.99774	1.00127	0.0767845	0.728922	0.0006	5
4.221	0.99774	1.00127	0.0794564	0.72891	0.0006	5
4.222	0.997739	1.00127	0.0821283	0.728897	0.0006	5
4.223	0.997739	1.00127	0.0848002	0.728885	0.0006	5
4.224	0.997738	1.00127	0.087472	0.728873	0.0006	5
4.225	0.997738	1.00127	0.0901439	0.728861	0.0006	5
4.226	0.997737	1.00127	0.0928157	0.728849	0.0006	5
4.227	0.997737	1.00127	0.0954875	0.728837	0.0006	5
4.228	0.997736	1.00127	0.0981592	0.728824	0.0006	5
4.229	0.997736	1.00127	0.100831	0.728812	0.0006	5
4.23	0.997735	1.00127	0.103503	0.7288	0.0006	5
4.231	0.997735	1.00128	0.106174	0.728788	0.0006	5
4.232	0.997734	1.00128	0.108846	0.728776	0.0006	5
4.233	0.997733	1.00128	0.111518	0.728764	0.0006	5
4.234	0.997733	1.00128	0.114189	0.728751	0.0006	5
4.235	0.997732	1.00128	0.116861	0.728739	0.0006	5
4.236	0.997732	1.00128	0.119532	0.728727	0.0006	5
4.237	0.997731	1.00128	0.122204	0.728715	0.0006	5
4.238	0.997731	1.00128	0.124876	0.728703	0.0006	5
4.239	0.99773	1.00128	0.127547	0.728691	0.0006	5
4.24	0.99773	1.00128	0.130219	0.728678	0.0006	5
4.241	0.997729	1.00128	0.13289	0.728666	0.0006	5
4.242	0.997729	1.00128	0.135561	0.728654	0.0006	5
4.243	0.997728	1.00128	0.138233	0.728642	0.0006	5
4.244	0.997728	1.00128	0.140904	0.72863	0.0006	5
4.245	0.997727	1.00128	0.143576	0.728618	0.0006	5
4.246	0.997727	1.00128	0.146247	0.728605	0.0006	5
4.247	0.997726	1.00128	0.148918	0.728593	0.0006	5
4.248	0.997725	1.00128	0.15159	0.728581	0.0006	5
4.249	0.997725	1.00128	0.154261	0.728569	0.0006	5
4.25	0.997724	1.00128	0.156932	0.728557	0.0006	5
4.251	0.997724	1.00128	0.159603	0.728545	0.0006	5
4.252	0.997723	1.00128	0.162275	0.728532	0.0006	5
4.253	0.997723	1.00128	0.164946	0.72852	0.0006	5
4.254	0.997722	1.00128	0.167617	0.728508	0.0006	5
4.255	0.997722	1.00128	0.170288	0.728496	0.0006	5
4.256	0.997721	1.00128	0.172959	0.728484	0.0006	5
4.257	0.997721	1.00128	0.17563	0.728471	0.0006	5
4.258	0.99772	1.00128	0.178301	0.728459	0.0006	5
4.259	0.99772	1.00128	0.180972	0.728447	0.0006	5
4.26	0.997719	1.00128	0.183643	0.728435	0.0006	5
4.261	0.997718	1.00128	0.186314	0.728423	0.0006	5
4.262	0.997718	1.00128	0.188985	0.728411	0.0006	5
4.263	0.997717	1.00129	0.191656	0.728398	0.0006	5
4.264	0.997717	1.00129	0.194327	0.728386	0.0006	5
4.265	0.997716	1.00129	0.196998	0.728374	0.0006	5
4.266	0.997716	1.00129	0.199669	0.728362	0.0006	5
4.267	0.997715	1.00129	0.20234	0.72835	0.0006	5
4.268	0.997715	1.00129	0.205011	0.728338	0.0006	5
4.269	0.997714	1.00129	0.207681	0.728325	0.0006	5
4.27	0.997714	1.00129	0.210352	0.728313	0.0006	5
4.271	0.997713	1.00129	0.213023	0.728301	0.0006	5
4.272	0.997713	1.00129	0.215694	0.728289	0.0006	5
4.273	0.997712	1.00129	0.218364	0.728277	0.0006	5
4.274	0.997712	1.00129	0.221035	0.728264	0.0006	5
4.275	0.997711	1.00129	0.223706	0.728252	0.0006	5
4.276	0.99771	1.00129	0.226376	0.72824	0.0006	5
4.277	0.99771	1.00129	0.229047	0.728228	0.0006	5
4.278	0.997709	1.00129	0.231718	0.728216	0.0006	5
4.279	0.997709	1.00129	0.234388	0.728204	0.0006	5
4.28	0.997708	1.00129	0.237059	0.728191	0.0006	5
4.281	0.997708	1.00129	0.239729	0.728179	0.0006	5
4.282	0.997707	1.00129	0.2424	0.728167	0.0006	5
4.283	0.997707	1.00129	0.24507	0.728155	0.0006	5
4.284	0.997706	1.00129	0.247741	0.728143	0.0006	5
4.285	0.997706	1.00129	0.250411	0.72813	0.0006	5
4.286	0.997705	1.00129	0.253082	0.728118	0.0006	5
4.287	0.997705	1.00129	0.255752	0.728106	0.0006	5
4.288	0.997704	1.00129	0.258422	0.728094	0.0006	5
4.289	0.997703	1.00129	0.261093	0.728082	0.0006	5
4.29	0.997703	1.00129	0.263763	0.728069	0.0006	5
4.291	0.997702	1.00129	0.266433	0.728057	0.0006	5
4.292	0.997702	1.00129	0.269104	0.728045	0.0006	5
4.293	0.997701	1.00129	0.271774	0.728033	0.0006	5
4.294	0.997701	1.00129	0.274444	0.728021	0.0006	5
4.295	0.9977	1.00129	0.277114	0.728009	0.0006	5
4.296	0.9977	1.0013	0.279785	0.727996	0.0006	5
4.297	0.997699	1.0013	0.282455	0.727984	0.0006	5
4.298	0.997699	1.0013	0.285125	0.727972	0.0006	5
4.299	0.997698	1.0013	0.287795	0.72796	0.0006	5
4.3	0.997698	1.0013	0.290465	0.727948	0.0006	5
4.301	0.997697	1.0013	0.293135	0.727935	0.0006	5
4.302	0.997697	1.0013	0.295805	0.727923	0.0006	5
4.303	0.997696	1.0013	0.298475	0.727911	0.0006	5
4.304	0.997695	1.0013	0.301145	0.727899	0.0006	5
4.305	0.997695	1.0013	0.303815	0.727887	0.0006	5
4.306	0.997694	1.0013	0.306485	0.727874	0.0006	5
4.307	0.997694	1.0013	0.309155	0.727862	0.0006	5
4.308	0.997693	1.0013	0.311825	0.72785	0.0006	5
4.309	0.997693	1.0013	0.314495	0.727838	0.0006	5
4.31	0.997692	1.0013	0.317165	0.727826	0.0006	5
4.311	0.997692	1.0013	0.319834	0.727814	0.0006	5
4.312	0.997691	1.0013	0.322504	0.727801	0.0006	5
4.313	0.997691	1.0013	0.325174	0.727789	0.0006	5
4.314	0.99769	1.0013	0.327844	0.727777	0.0006	5
4.315	0.99769	1.0013	0.330514	0.727765	0.0006	5
4.316	0.997689	1.0013	0.333183	0.727753	0.0006	5
4.317	0.997688	1.0013	0.335853	0.72774	0.0006	5
4.318	0.997688	1.0013	0.338523	0.727728	0.0006	5
4.319	0.997687	1.0013	0.341192	0.727716	0.0006	5
4.32	0.997687	1.0013	0.343862	0.727704	0.0006	5
4.321	0.997686	1.0013	0.346532	0.727692	0.0006	5
4.322	0.997686	1.0013	0.349201	0.727679	0.0006	5
4.323	0.997685	1.0013	0.351871	0.727667	0.0006	5
4.324	0.997685	1.0013	0.35454	0.727655	0.0006	5
4.325	0.997684	1.0013	0.35721	0.727643	0.0006	5
4.326	0.997684	1.0013	0.359879	0.727631	0.0006	5
4.327	0.997683	1.0013	0.362549	0.727618	0.0006	5
4.328	0.997683	1.00131	0.365218	0.727606	0.0006	5
4.329	0.997682	1.00131	0.367887	0.727594	0.0006	5
4.33	0.997682	1.00131	0.370557	0.727582	0.0006	5
4.331	0.997681	1.00131	0.373226	0.72757	0.0006	5
4.332	0.99768	1.00131	0.375896	0.727557	0.0006	5
4.333	0.99768	1.00131	0.378565	0.727545	0.0006	5
4.334	0.997679	1.00131	0.381234	0.727533	0.0006	5
4.335	0.997679	1.00131	0.383903	0.727521	0.0006	5
4.336	0.997678	1.00131	0.386573	0.727509	0.0006	5
4.337	0.997678	1.00131	0.389242	0.727496	0.0006	5
4.338	0.997677	1.00131	0.391911	0.727484	0.0006	5
4.339	0.997677	1.00131	0.39458	0.727472	0.0006	5
4.34	0.997676	1.00131	0.39725	0.72746	0.0006	5
4.341	0.997676	1.00131	0.399919	0.727448	0.0006	5
4.342	0.997675	1.00131	0.402588	0.727435	0.0006	5
4.343	0.997675	1.00131	0.405257	0.727423	0.0006	5
4.344	0.997674	1.00131	0.407926	0.727411	0.0006	5
4.345	0.997674	1.00131	0.410595	0.727399	0.0006	5
4.346	0.997673	1.00131	0.413264	0.727387	0.0006	5
4.347	0.997672	1.00131	0.415933	0.727374	0.0006	5
4.348	0.997672	1.00131	0.418602	0.727362	0.0006	5
4.349	0.997671	1.00131	0.421271	0.72735	0.0006	5
4.35	0.997671	1.00131	0.42394	0.727338	0.0006	5
4.351	0.99767	1.00131	0.426609	0.727326	0.0006	5
4.352	0.99767	1.00131	0.429278	0.727313	0.0006	5
4.353	0.997669	1.00131	0.431946	0.727301	0.0006	5
4.354	0.997669	1.00131	0.434615	0.727289	0.0006	5
4.355	0.997668	1.00131	0.437284	0.727277	0.0006	5
4.356	0.997668	1.00131	0.439953	0.727265	0.0006	5
4.357	0.997667	1.00131	0.442622	0.727252	0.0006	5
4.358	0.997667	1.00131	0.44529	0.72724	0.0006	5
4.359	0.997666	1.00131	0.447959	0.727228	0.0006	5
4.36	0.997665	1.00131	0.450628	0.727216	0.0006	5
4.361	0.997665	1.00132	0.453296	0.727204	0.0006	5
4.362	0.997664	1.00132	0.455965	0.727191	0.0006	5
4.363	0.997664	1.00132	0.458634	0.727179	0.0006	5
4.364	0.997663	1.00132	0.461302	0.727167	0.0006	5
